366106,0
365512,0
364029,0
52159,0
513855,0
390058,0
362615,0
362542,0
6683,0
454382,0
400625,0
552303,0
36214,0
602835,0
597964,0
361086,0
8358,0
10227,0
10577,0
337465,0
361010,0
433702,0
24958,0
46777,0
46663,0
492885,0
3557,0
491782,0
331091,0
353354,0
533260,0
339449,0
352621,0
54148,0
390882,0
15325,0
35021,0
41711,0
349167,0
39549,0
348364,0
722811,0
530398,0
433845,0
34683,0
42695,0
411705,0
10162,0
14053,0
34662,0
596640,0
593471,0
344262,0
529784,0
48058,0
341437,0
589620,0
25839,0
34256,0
340834,0
16590,0
340679,0
45820,0
339064,0
39529,0
337421,0
45407,0
514525,0
336498,0
42502,0
331764,0
357253,0
10165,0
330445,0
700164,0
341988,0
47044,0
600906,0
331461,0
329759,0
50137,0
408302,0
32785,0
561157,0
535611,0
349954,0
32672,0
404302,0
326330,0
326119,0
33898,0
1203,0
540285,0
32507,0
444154,0
33964,0
579697,0
322883,0
13074,0
356689,0
32155,0
581682,0
319505,0
356947,0
370150,0
342962,0
426420,0
7202,0
10361,0
549735,0
539833,0
31933,0
532384,0
318244,0
491976,0
1892,0
698555,0
647489,0
345008,0
356268,0
587087,0
341278,0
317700,0
315802,0
430353,0
22327,0
12741,0
483156,0
3056,0
569406,0
565706,0
25689,0
28759,0
41646,0
27186,0
28737,0
600504,0
43334,0
23753,0
669114,0
28442,0
403224,0
28325,0
25323,0
353565,0
504986,0
19673,0
28111,0
43830,0
695300,0
424163,0
320427,0
35279,0
418620,0
528014,0
2463,0
28013,0
17210,0
54369,0
29064,0
26606,0
25594,0
2542,0
394773,0
320977,0
518574,0
447107,0
11200,0
714045,0
25052,0
359957,0
44057,0
361918,0
18359,0
24587,0
566213,0
46327,0
3941,0
649486,0
339190,0
10875,0
23528,0
596757,0
396004,0
688819,0
23271,0
479569,0
4390,0
334091,0
21964,0
468904,0
20168,0
334372,0
343139,0
21484,0
38919,0
572559,0
555647,0
433338,0
20736,0
14039,0
423943,0
433811,0
353561,0
20384,0
11055,0
40370,0
20245,0
335071,0
371219,0
10261,0
465676,0
442051,0
1090,0
660589,0
569153,0
23491,0
381147,0
20080,0
20077,0
21873,0
449081,0
37241,0
318397,0
21896,0
11008,0
438575,0
553786,0
11773,0
598804,0
1876,0
687163,0
44623,0
3985,0
2530,0
679316,0
562795,0
18419,0
28350,0
18353,0
711342,0
330272,0
463457,0
416596,0
716676,0
588967,0
485494,0
21097,0
18257,0
17059,0
3632,0
559000,0
11662,0
455775,0
13429,0
7490,0
16130,0
420817,0
699566,0
602012,0
11306,0
357523,0
15338,0
447599,0
593337,0
593084,0
12097,0
46608,0
24166,0
1524,0
678142,0
576534,0
15013,0
4125,0
10154,0
700951,0
363593,0
430853,0
714802,0
13439,0
14232,0
712224,0
47340,0
10908,0
529931,0
47918,0
35741,0
4188,0
12782,0
410197,0
732393,0
351586,0
467037,0
331206,0
16135,0
472083,0
681822,0
619831,0
12697,0
40428,0
11751,0
592405,0
12392,0
26568,0
440412,0
337899,0
608725,0
52601,0
437615,0
685181,0
11508,0
357526,0
572197,0
11440,0
322105,0
502035,0
369604,0
17941,0
11686,0
9372,0
525714,0
347224,0
610779,0
17541,0
674424,0
578011,0
555931,0
388338,0
11414,0
14339,0
15310,0
561545,0
10611,0
33292,0
51566,0
44134,0
484932,0
3960,0
538074,0
16846,0
4393,0
437153,0
721293,0
609095,0
360013,0
492690,0
38496,0
16792,0
368708,0
559972,0
497449,0
10481,0
446051,0
10207,0
13485,0
757,0
34773,0
21897,0
585620,0
15076,0
10268,0
385316,0
342598,0
591950,0
10979,0
10189,0
